artist,song,explicit,year,popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_min,key_name,mode_name,tonality,tempo_class,acoustic,blues,classical,country,dance,easy listening,electronic,folk,hip hop,jazz,latin,metal,pop,r&b,rock,traditional,world
ellie goulding,starry eyed,False,2010,0.54,0.504,0.814,0.749,0.0389,0.135,1.42e-05,0.324,0.596,150,2.56,F,Minor,F Minor,Veloce (Allegro),0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
drake,find your love,False,2010,0.56,0.625,0.613,0.717,0.173,0.0209,0.0,0.0286,0.738,96,3.28,F#,Minor,F# Minor,Moderato,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
jason derulo,ridin' solo,False,2010,0.66,0.442,0.83,0.815,0.146,0.128,0.0,0.129,0.578,89,3.35,A,Major,A Major,Moderato,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
two door cinema club,what you know,False,2010,0.0,0.55,0.753,0.816,0.0407,0.000665,7.74e-06,0.0921,0.841,139,3.09,F#,Minor,F# Minor,Veloce (Allegro),0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
jay-z,young forever,True,2009,0.65,0.637,0.69,0.855,0.0693,0.417,0.0,0.211,0.103,140,4.13,A,Minor,A Minor,Veloce (Allegro),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
young money,bedrock,True,2009,0.71,0.733,0.664,0.709,0.295,0.102,0.0,0.191,0.557,148,4.48,G#,Major,G# Major,Veloce (Allegro),0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
b.o.b,nothin' on you (feat. bruno mars),False,2010,0.74,0.688,0.853,0.726,0.0493,0.386,0.0,0.0862,0.743,104,4.28,A#,Major,A# Major,Moderato,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
katy perry,teenage dream,False,2010,0.69,0.719,0.798,0.787,0.0361,0.0162,2.34e-06,0.134,0.591,120,3.47,A#,Major,A# Major,Allegretto,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
scouting for girls,this ain't a love song,False,2017,0.52,0.458,0.905,0.808,0.0451,0.000431,0.0,0.378,0.553,177,3.3,C,Major,C Major,Frenetico (Presto),0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
travie mccoy,billionaire (feat. bruno mars),True,2010,0.72,0.633,0.673,0.697,0.258,0.297,0.0,0.206,0.659,87,3.31,F#,Minor,F# Minor,Moderato,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
owl city,fireflies,False,2009,0.78,0.512,0.662,0.678,0.0439,0.0275,0.0,0.118,0.472,180,3.48,D#,Major,D# Major,Frenetico (Presto),0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
alicia keys,empire state of mind (part ii) broken down,False,2009,0.71,0.484,0.368,0.629,0.0341,0.74,3.82e-05,0.118,0.142,93,3.36,F#,Major,F# Major,Moderato,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
lady a,need you now,False,2010,0.73,0.581,0.717,0.795,0.0318,0.0298,0.000186,0.243,0.316,108,3.56,E,Major,E Major,Moderato,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
taylor swift,back to december,False,2010,0.65,0.529,0.67,0.783,0.0303,0.117,0.0,0.334,0.286,142,4.53,D,Major,D Major,Veloce (Allegro),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
neon trees,animal,False,2010,0.64,0.482,0.829,0.738,0.0437,0.00034,0.0,0.378,0.739,148,3.32,F,Major,F Major,Veloce (Allegro),0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
kris allen,live like we're dying,False,2009,0.51,0.589,0.893,0.868,0.0397,0.0273,0.0,0.343,0.94,92,3.32,C,Major,C Major,Moderato,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
matt cardle,when we collide,False,2011,0.46,0.443,0.683,0.741,0.0343,0.0198,5.26e-06,0.313,0.447,82,3.46,D,Major,D Major,Moderato,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
robyn,dancing on my own,False,2010,0.0,0.687,0.865,0.783,0.0349,0.0743,0.225,0.0966,0.261,117,4.48,F#,Major,F# Major,Allegretto,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
band perry,if i die young,False,2010,0.64,0.606,0.497,0.687,0.0277,0.348,0.0,0.275,0.362,131,3.42,E,Major,E Major,Veloce (Allegro),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
b.o.b,magic (feat. rivers cuomo),False,2010,0.65,0.549,0.932,0.811,0.343,0.0127,0.0,0.347,0.787,82,3.16,G#,Minor,G# Minor,Moderato,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
adele,rolling in the deep,True,2011,0.02,0.73,0.77,0.761,0.0298,0.138,0.0,0.0473,0.507,105,3.48,G#,Major,G# Major,Moderato,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
maroon 5,"moves like jagger - studio recording from ""the voice"" performance",False,2010,0.77,0.722,0.761,0.793,0.0475,0.0117,0.0,0.315,0.624,128,3.21,B,Minor,B Minor,Veloce (Allegro),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
lmfao,party rock anthem,False,2011,0.73,0.751,0.736,0.808,0.156,0.0206,0.0,0.265,0.352,130,4.22,F,Minor,F Minor,Veloce (Allegro),0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
katy perry,firework,False,2010,0.72,0.638,0.832,0.765,0.049,0.141,0.0,0.113,0.648,124,3.47,G#,Major,G# Major,Veloce (Allegro),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
bruno mars,grenade,False,2010,0.78,0.704,0.558,0.654,0.0542,0.148,0.0,0.107,0.245,110,3.42,D,Minor,D Minor,Allegretto,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
pitbull,hey baby (drop it to the floor) (feat. t-pain),False,2011,0.71,0.595,0.912,0.844,0.0884,0.0434,0.0,0.259,0.762,128,3.54,A#,Minor,A# Minor,Veloce (Allegro),0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
alexandra stan,mr. saxobeat,False,2011,0.0,0.726,0.931,0.808,0.0468,0.0218,0.000283,0.143,0.797,127,3.15,B,Minor,B Minor,Veloce (Allegro),0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
david guetta,who's that chick? (feat. rihanna),False,2010,0.71,0.675,0.602,0.78,0.116,0.00377,0.0,0.0458,0.933,128,3.21,B,Minor,B Minor,Veloce (Allegro),0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
jennifer lopez,on the floor,False,2011,0.79,0.73,0.777,0.757,0.0496,0.105,0.000478,0.0691,0.575,130,4.44,D#,Minor,D# Minor,Veloce (Allegro),0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
rihanna,s&m,False,2010,0.73,0.767,0.682,0.766,0.042,0.0113,0.00016,0.104,0.833,128,4.03,C#,Major,C# Major,Veloce (Allegro),0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
kesha,blow,False,2010,0.69,0.753,0.729,0.823,0.0392,0.00334,5.66e-05,0.073,0.812,120,3.39,B,Minor,B Minor,Allegretto,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
snoop dogg,sweat - remix,False,2011,0.68,0.813,0.732,0.735,0.03,0.0597,0.00137,0.0826,0.731,130,3.15,G,Major,G Major,Veloce (Allegro),0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
taio cruz,higher,False,2010,0.61,0.672,0.907,0.763,0.0721,0.0048,3.4e-05,0.156,0.746,128,3.07,G#,Minor,G# Minor,Veloce (Allegro),0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
usher,more - redone jimmy joker remix,False,2010,0.67,0.551,0.893,0.884,0.0543,0.00166,0.0,0.348,0.794,125,3.39,G,Major,G Major,Veloce (Allegro),0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
example,changed the way you kiss me - radio edit,False,2011,0.42,0.578,0.857,0.827,0.041,0.00548,0.00162,0.0948,0.188,127,3.15,E,Minor,E Minor,Veloce (Allegro),0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
black eyed peas,just can’t get enough,False,2010,0.76,0.659,0.628,0.584,0.179,0.186,0.0,0.105,0.262,94,3.39,C,Minor,C Minor,Moderato,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
david guetta,where them girls at (feat. nicki minaj & flo rida),True,2012,0.72,0.666,0.876,0.862,0.0414,0.055,0.0,0.259,0.552,130,3.14,D#,Major,D# Major,Veloce (Allegro),0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
lykke li,i follow rivers - the magician remix,False,2011,0.51,0.786,0.709,0.73,0.0395,0.0192,0.00118,0.0845,0.285,122,4.41,A,Minor,A Minor,Veloce (Allegro),0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
pitbull,"give me everything (feat. ne-yo, afrojack & nayer)",False,2011,0.81,0.671,0.939,0.855,0.161,0.191,0.0,0.298,0.53,129,4.12,G#,Major,G# Major,Veloce (Allegro),0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
selena gomez & the scene,love you like a love song,False,2011,0.79,0.858,0.678,0.822,0.0469,0.0761,0.0,0.0741,0.922,117,3.08,C#,Minor,C# Minor,Allegretto,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
wiz khalifa,black and yellow,True,2011,0.75,0.684,0.834,0.79,0.0675,0.0646,0.0,0.271,0.538,164,3.37,D,Minor,D Minor,Vivace,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
katy perry,e.t.,False,2012,0.65,0.62,0.869,0.754,0.175,0.0181,0.0,0.369,0.76,152,3.49,C#,Major,C# Major,Veloce (Allegro),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
britney spears,i wanna go,False,2011,0.66,0.696,0.546,0.69,0.0414,0.00379,3.8e-06,0.332,0.787,130,3.3,F,Major,F Major,Veloce (Allegro),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
gym class heroes,stereo hearts (feat. adam levine),False,2011,0.81,0.646,0.795,0.851,0.0976,0.0319,0.0,0.267,0.796,90,3.3,A,Major,A Major,Moderato,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
edward maya,stereo love - radio edit,False,2010,0.66,0.799,0.783,0.821,0.0322,0.0346,0.0186,0.0757,0.586,127,3.04,C#,Minor,C# Minor,Veloce (Allegro),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
enrique iglesias,tonight (i'm fuckin' you),True,2010,0.63,0.648,0.89,0.817,0.0523,0.0294,3.58e-06,0.116,0.321,126,3.52,C,Minor,C Minor,Veloce (Allegro),0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
jeremih,down on me,False,2010,0.72,0.7,0.598,0.629,0.114,0.0369,0.0,0.111,0.594,160,3.48,D,Major,D Major,Vivace,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
sak noel,loca people - radio edit,True,2011,0.49,0.926,0.808,0.858,0.0599,0.000915,0.00327,0.0515,0.701,128,3.35,B,Minor,B Minor,Veloce (Allegro),0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
olly murs,heart skips a beat (feat. rizzle kicks),False,2011,0.61,0.843,0.881,0.818,0.0581,0.14,0.0,0.0765,0.876,111,3.22,A,Major,A Major,Allegretto,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
lmfao,sexy and i know it,False,2011,0.67,0.707,0.861,0.805,0.316,0.1,0.0,0.191,0.795,130,3.19,G,Major,G Major,Veloce (Allegro),0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
cobra starship,you make me feel... (feat. sabi),False,2011,0.7,0.668,0.857,0.868,0.0535,0.0191,6.71e-06,0.0385,0.748,132,3.35,G,Minor,G Minor,Veloce (Allegro),0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
jessie j,do it like a dude,True,2011,0.57,0.663,0.843,0.832,0.049,0.0491,0.0,0.364,0.375,140,3.15,D,Major,D Major,Veloce (Allegro),0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
dj fresh,louder (feat. sian evans) - radio edit,False,2012,0.55,0.31,0.926,0.958,0.0464,0.0184,0.00792,0.483,0.493,140,3.26,F#,Minor,F# Minor,Veloce (Allegro),0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
waka flocka flame,no hands (feat. roscoe dash & wale),True,2010,0.76,0.76,0.595,0.699,0.0391,0.00544,0.0,0.241,0.361,131,4.23,C#,Major,C# Major,Veloce (Allegro),0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
nickelback,when we stand together,False,2011,0.65,0.446,0.9,0.839,0.0489,0.000102,1.89e-05,0.0404,0.88,188,3.1,A#,Minor,A# Minor,Frenetico (Presto),0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
m83,midnight city,False,2011,0.76,0.507,0.729,0.747,0.0393,0.0182,1.4e-06,0.0658,0.272,105,4.03,B,Minor,B Minor,Moderato,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0
britney spears,till the world ends,False,2011,0.65,0.693,0.705,0.73,0.0665,0.0228,0.0,0.202,0.45,132,3.57,G#,Major,G# Major,Veloce (Allegro),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
labrinth,earthquake (feat. tinie tempah),True,2012,0.62,0.54,0.856,0.818,0.1,0.109,0.0,0.276,0.258,153,4.34,C,Minor,C Minor,Veloce (Allegro),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
jason derulo,don't wanna go home,False,2011,0.63,0.671,0.808,0.773,0.0652,0.02,0.0,0.134,0.637,122,3.26,D,Minor,D Minor,Veloce (Allegro),0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
coldplay,paradise,False,2011,0.82,0.449,0.585,0.68,0.0268,0.0509,8.75e-05,0.0833,0.212,140,4.38,F,Major,F Major,Veloce (Allegro),0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
katy perry,last friday night (t.g.i.f.),False,2012,0.74,0.649,0.815,0.826,0.0415,0.00125,4.31e-05,0.671,0.765,126,3.5,D#,Minor,D# Minor,Veloce (Allegro),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
adele,set fire to the rain,False,2011,0.02,0.603,0.67,0.822,0.0249,0.00408,1.66e-06,0.112,0.445,108,4.02,D,Minor,D Minor,Moderato,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
dr. dre,i need a doctor,True,2011,0.71,0.594,0.946,0.79,0.452,0.0869,0.0,0.306,0.397,156,4.43,D#,Major,D# Major,Veloce (Allegro),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
lil wayne,6 foot 7 foot,True,2011,0.01,0.364,0.752,0.745,0.304,0.0007,0.0,0.318,0.606,79,4.08,D,Major,D Major,Moderato,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
dj khaled,i'm on one,True,2011,0.7,0.413,0.807,0.841,0.318,0.0536,0.0,0.631,0.438,149,4.56,B,Minor,B Minor,Veloce (Allegro),0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
chris brown,look at me now (feat. lil' wayne & busta rhymes),True,2011,0.71,0.767,0.677,0.711,0.184,0.0339,5.51e-06,0.144,0.538,146,3.42,B,Minor,B Minor,Veloce (Allegro),0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
far east movement,rocketeer,False,2010,0.61,0.664,0.845,0.711,0.0461,0.181,0.0,0.267,0.357,96,3.31,E,Minor,E Minor,Moderato,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
wanted,glad you came,False,2011,0.77,0.722,0.851,0.822,0.0639,0.0319,0.0,0.108,0.452,127,3.17,G,Minor,G Minor,Veloce (Allegro),0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
kesha,we r who we r,False,2010,0.71,0.736,0.817,0.772,0.0407,0.00987,0.00167,0.117,0.653,120,3.24,G#,Major,G# Major,Allegretto,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
kelly rowland,motivation,False,2011,0.65,0.744,0.672,0.737,0.0418,0.187,0.000123,0.105,0.266,141,3.5,A,Minor,A Minor,Veloce (Allegro),0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
rihanna,we found love,False,2011,0.75,0.735,0.766,0.792,0.0383,0.025,0.00138,0.108,0.6,128,3.35,C#,Major,C# Major,Veloce (Allegro),0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
nicole scherzinger,don't hold your breath,False,2011,0.62,0.66,0.797,0.712,0.0262,0.00646,0.000108,0.187,0.674,111,3.17,F,Minor,F Minor,Allegretto,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
mann,buzzin remix,True,2011,0.48,0.687,0.939,0.798,0.146,0.0887,0.0,0.283,0.539,104,3.44,A#,Minor,A# Minor,Moderato,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
chris brown,yeah 3x,True,2011,0.69,0.705,0.882,0.855,0.0445,0.000369,1.16e-06,0.0934,0.7,130,4.01,B,Minor,B Minor,Veloce (Allegro),0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
swedish house mafia,save the world,False,2011,0.65,0.507,0.665,0.638,0.0474,0.0144,0.0,0.0759,0.4,127,3.33,C,Major,C Major,Veloce (Allegro),0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
kanye west,all of the lights,True,2010,0.76,0.531,0.803,0.851,0.0717,0.0796,1.71e-05,0.176,0.221,142,4.59,C#,Major,C# Major,Veloce (Allegro),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
miguel,sure thing,False,2010,0.78,0.684,0.607,0.612,0.1,0.0267,0.000307,0.191,0.498,81,3.15,B,Minor,B Minor,Moderato,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
diddy - dirty money,coming home,False,2010,0.69,0.392,0.839,0.919,0.193,0.158,0.0,0.3,0.232,168,3.58,G,Major,G Major,Vivace,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
rihanna,what's my name?,False,2010,0.66,0.692,0.786,0.867,0.069,0.23,0.0,0.0797,0.583,100,4.23,D,Major,D Major,Moderato,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
chris brown,beautiful people,False,2019,0.53,0.415,0.775,0.699,0.161,0.0658,0.00431,0.0843,0.536,128,3.45,F,Minor,F Minor,Veloce (Allegro),0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
avril lavigne,what the hell,False,2011,0.74,0.578,0.926,0.831,0.0548,0.00472,0.0127,0.14,0.877,150,3.4,F#,Minor,F# Minor,Veloce (Allegro),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
professor green,read all about it,True,2011,0.39,0.656,0.752,0.741,0.0434,0.336,0.0,0.223,0.445,101,3.55,B,Minor,B Minor,Moderato,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
chase & status,blind faith,False,2011,0.6,0.45,0.846,0.781,0.0472,0.00523,0.0,0.228,0.402,140,3.53,A,Minor,A Minor,Veloce (Allegro),0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
chip,champion (feat. chris brown),True,2011,0.48,0.415,0.934,0.87,0.24,0.078,0.0,0.145,0.52,190,3.57,F#,Minor,F# Minor,Frenetico (Presto),0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
selena gomez & the scene,who says,False,2011,0.76,0.682,0.927,0.87,0.0479,0.0843,0.0,0.149,0.744,101,3.15,E,Major,E Major,Moderato,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
rizzle kicks,down with the trumpets,False,2011,0.59,0.753,0.88,0.782,0.0806,0.087,0.0,0.24,0.794,115,3.06,E,Minor,E Minor,Allegretto,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
lady gaga,born this way,False,2011,0.72,0.587,0.828,0.761,0.161,0.00327,0.0,0.331,0.494,124,4.2,B,Major,B Major,Veloce (Allegro),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
nicki minaj,super bass,True,2010,0.0,0.72,0.861,0.799,0.209,0.269,5.11e-06,0.601,0.669,127,3.2,B,Major,B Major,Veloce (Allegro),0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
mac miller,donald trump,True,2011,0.61,0.636,0.901,0.663,0.118,0.119,0.0,0.391,0.836,163,2.45,C#,Minor,C# Minor,Vivace,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
calvin harris,bounce (feat. kelis) - radio edit,False,2012,0.62,0.779,0.963,0.909,0.0399,0.0334,0.493,0.664,0.759,128,3.42,D,Minor,D Minor,Veloce (Allegro),0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
david guetta,without you (feat. usher),False,2012,0.7,0.608,0.614,0.829,0.0285,0.227,4.06e-06,0.157,0.402,128,3.28,D,Major,D Major,Veloce (Allegro),0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
foster the people,pumped up kicks,False,2011,0.82,0.733,0.71,0.725,0.0292,0.145,0.115,0.0956,0.965,128,3.59,F,Minor,F Minor,Veloce (Allegro),0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
drake,headlines,True,2011,0.74,0.636,0.566,0.66,0.106,0.365,0.000353,0.0917,0.425,152,3.55,F#,Minor,F# Minor,Veloce (Allegro),0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
jessie j,price tag,False,2011,0.73,0.636,0.831,0.819,0.182,0.0294,3.85e-06,0.272,0.668,175,3.43,F,Major,F Major,Vivace,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
jason aldean,dirt road anthem,False,2010,0.53,0.678,0.739,0.763,0.0352,0.32,2.36e-06,0.116,0.658,127,3.49,D,Major,D Major,Veloce (Allegro),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
wiz khalifa,roll up,True,2011,0.63,0.523,0.805,0.743,0.192,0.0524,0.0,0.0914,0.602,125,3.47,D#,Major,D# Major,Veloce (Allegro),0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
onerepublic,good life,True,2009,0.72,0.634,0.69,0.628,0.052,0.0771,0.0,0.132,0.645,95,4.13,F#,Major,F# Major,Moderato,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
bad meets evil,lighters,True,2011,0.68,0.676,0.695,0.602,0.245,0.352,0.0,0.119,0.144,90,5.03,C,Major,C Major,Moderato,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
bruno mars,the lazy song,False,2010,0.75,0.794,0.711,0.76,0.0699,0.3,0.0,0.0955,0.955,175,3.09,G#,Minor,G# Minor,Vivace,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
lupe fiasco,the show goes on,True,2011,0.7,0.591,0.889,0.824,0.115,0.0189,0.0,0.155,0.65,143,3.59,G,Major,G Major,Veloce (Allegro),0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
james morrison,i won't let you go,False,2011,0.64,0.537,0.611,0.696,0.0304,0.229,0.0,0.146,0.161,106,3.49,C,Major,C Major,Moderato,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
jason derulo,it girl,False,2011,0.7,0.668,0.718,0.78,0.0605,0.0165,0.0,0.104,0.345,92,3.12,C#,Minor,C# Minor,Moderato,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
adele,someone like you,False,2011,0.04,0.554,0.321,0.606,0.028,0.893,0.0,0.0996,0.288,135,4.45,A,Major,A Major,Veloce (Allegro),0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
red hot chili peppers,the adventures of rain dance maggie,False,2011,0.65,0.683,0.734,0.79,0.029,0.00112,0.0139,0.258,0.576,106,4.42,E,Minor,E Minor,Moderato,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
keri hilson,pretty girl rock,False,2010,0.67,0.666,0.87,0.766,0.246,0.203,0.0,0.0851,0.9,160,4.03,B,Minor,B Minor,Vivace,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
p!nk,f**kin' perfect,True,2010,0.6,0.563,0.671,0.777,0.0373,0.0422,0.0,0.36,0.45,92,3.33,G,Major,G Major,Moderato,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
blake shelton,honey bee,False,2011,0.5,0.481,0.849,0.76,0.0385,0.00167,1.49e-06,0.121,0.723,206,3.3,E,Major,E Major,Frenetico (Presto),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
lady gaga,the edge of glory,False,2011,0.67,0.583,0.768,0.694,0.041,0.000323,0.0162,0.109,0.357,128,5.2,A,Major,A Major,Veloce (Allegro),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
lady a,just a kiss,False,2011,0.63,0.593,0.639,0.726,0.0307,0.446,0.0,0.0998,0.332,143,3.38,C#,Major,C# Major,Veloce (Allegro),0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
hot chelle rae,tonight tonight,False,2011,0.73,0.686,0.783,0.768,0.119,0.0764,0.0,0.163,0.814,100,3.2,E,Major,E Major,Moderato,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
grouplove,tongue tied,False,2011,0.79,0.56,0.936,0.725,0.0439,0.00847,0.0,0.161,0.371,113,3.38,D#,Major,D# Major,Allegretto,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
coldplay,every teardrop is a waterfall,False,2011,0.69,0.425,0.732,0.674,0.0396,0.00194,0.0103,0.171,0.333,118,4.0,A,Major,A Major,Allegretto,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
beyonce,best thing i never had,False,2011,0.69,0.545,0.649,0.813,0.0324,0.143,1.57e-05,0.0894,0.297,99,4.13,F#,Major,F# Major,Moderato,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
p!nk,raise your glass,True,2010,0.76,0.7,0.709,0.766,0.0838,0.0048,0.0,0.029,0.624,122,3.22,G,Major,G Major,Veloce (Allegro),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
christina perri,jar of hearts,False,2011,0.72,0.349,0.348,0.71,0.0316,0.726,0.0,0.12,0.0886,75,4.06,D#,Major,D# Major,Lento (Adagio),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
bruno mars,marry you,False,2010,0.75,0.621,0.82,0.773,0.0367,0.332,0.0,0.104,0.452,145,3.5,A#,Major,A# Major,Veloce (Allegro),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
band perry,if i die young,False,2010,0.64,0.606,0.497,0.687,0.0277,0.348,0.0,0.275,0.362,131,3.42,E,Major,E Major,Veloce (Allegro),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
lil wayne,how to love,False,2011,0.0,0.644,0.661,0.713,0.0418,0.000177,5.23e-06,0.108,0.272,154,4.0,B,Major,B Major,Veloce (Allegro),0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
charlene soraia,wherever you will go,False,2011,0.6,0.597,0.115,0.558,0.0334,0.82,0.000215,0.111,0.128,111,3.17,A,Major,A Major,Allegretto,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
